plot,0.07918126
teen,0.99950993
couples,0.30103
go,0.15836252
church,0.30103
party,0.07918126
drink,0.30103
drive,0.07918126
accident,0.30103
guys,0.057991967
dies,0.30103
girlfriend,0.22184874
continues,0.30103
see,0.10871532
him,0.13033378
life,0.18708666
nightmares,0.30103
what's,0.15836252
deal,0.07918126
watch,0.0
movie,0.9740194
sorta,0.30103
find,0.12493875
critique,0.17609125
mind,0.08408624
fuck,0.60206
movie,0.9740194
teen,0.99950993
generation,0.30103
touches,0.30103
cool,0.60206
idea,0.60206
presents,0.0
bad,0.38764006
package,0.30103
makes,0.07918126
review,0.12493875
harder,0.30103
write,0.30103
generally,0.22184874
applaud,0.30103
films,0.2498775
attempt,0.096910015
break,0.30103
mold,0.30103
mess,0.30103
your,0.036966804
head,0.0
lost,0.11598393
highway,0.60206
&,0.19188553
memento,0.60206
good,0.2498775
bad,0.38764006
ways,0.17609125
making,0.057991967
types,0.0
films,0.2498775
folks,0.24303804
didn't,0.33266285
snag,0.30103
correctly,0.30103
seem,0.057991967
taken,0.0
pretty,0.92262214
neat,0.30103
concept,0.0
executed,0.0
terribly,0.0
problems,0.30103
movie,0.9740194
well,0.0
main,0.15490197
problem,0.30980393
it's,0.29752952
simply,0.2498775
jumbled,0.30103
starts,0.12493875
normal,0.30103
downshifts,0.30103
fantasy,0.30103
world,0.049647212
audience,0.2766054
member,0.07918126
idea,0.60206
what's,0.15836252
dreams,0.15490197
characters,0.040117234
coming,0.09151502
dead,0.19382003
others,0.15836252
who,0.046536453
look,0.0
like,0.066829234
dead,0.19382003
strange,0.0
apparitions,0.30103
disappearances,0.30103
looooot,0.30103
chase,0.0
scenes,0.07557715
tons,0.30103
weird,0.30103
things,0.2766054
happen,0.0
simply,0.2498775
explained,0.30103
now,0.2498775
personally,0.0
don't,0.12429581
mind,0.08408624
trying,0.20412
unravel,0.30103
film,0.3716436
every,0.017033324
now,0.2498775
give,0.18708666
same,0.2498775
clue,0.30103
kind,0.057991967
fed,0.12493875
film's,0.1383027
biggest,0.3521825
problem,0.30980393
it's,0.29752952
obviously,0.30103
big,0.23576327
secret,0.0
hide,0.60206
seems,0.11197377
want,0.12493875
hide,0.60206
completely,0.12493875
until,0.104735345
final,0.09017665
five,0.096910015
minutes,0.32545462
make,0.068941355
things,0.2766054
entertaining,0.3521825
thrilling,0.30103
engaging,0.30103
meantime,0.30103
sad,0.30103
part,0.15836252
arrow,0.0
dig,0.12493875
flicks,0.30103
like,0.066829234
we,0.48117527
figured,0.0
half,0.04575751
way,0.19100723
point,0.14612803
strangeness,0.60206
did,0.06436941
start,0.20412
make,0.068941355
bit,0.028028747
sense,0.15836252
didn't,0.33266285
make,0.068941355
film,0.3716436
entertaining,0.3521825
guess,0.44369748
bottom,0.0
line,0.07918126
movies,0.084320895
like,0.066829234
make,0.068941355
sure,0.15490197
audience,0.2766054
given,0.032184705
secret,0.0
