synopsis,1,0.5454545454545454
mentally,1,0.5454545454545454
unstable,1,0.5454545454545454
man,2,0.5909090909090909
undergoing,1,0.5454545454545454
psychotherapy,1,0.5454545454545454
saves,1,0.5454545454545454
boy,2,0.5909090909090909
potentially,1,0.5454545454545454
fatal,1,0.5454545454545454
accident,1,0.5454545454545454
falls,1,0.5454545454545454
love,2,0.5909090909090909
boy's,1,0.5454545454545454
mother,1,0.5454545454545454
fledgling,1,0.5454545454545454
restauranteur,2,0.5909090909090909
unsuccessfully,1,0.5454545454545454
attempting,1,0.5454545454545454
gain,1,0.5454545454545454
woman's,1,0.5454545454545454
favor,1,0.5454545454545454
takes,1,0.5454545454545454
pictures,2,0.5909090909090909
kills,1,0.5454545454545454
number,1,0.5454545454545454
people,1,0.5454545454545454
way,1,0.5454545454545454
comments,1,0.5454545454545454
stalked,11,1.0
seemingly,1,0.5454545454545454
endless,1,0.5454545454545454
string,1,0.5454545454545454
spurned,1,0.5454545454545454
psychos,1,0.5454545454545454
getting,1,0.5454545454545454
revenge,1,0.5454545454545454
type,2,0.5909090909090909
movies,1,0.5454545454545454
stable,1,0.5454545454545454
category,1,0.5454545454545454
1990s,1,0.5454545454545454
film,2,0.5909090909090909
industry,1,0.5454545454545454
theatrical,1,0.5454545454545454
direct,1,0.5454545454545454
video,2,0.5909090909090909
proliferation,1,0.5454545454545454
due,1,0.5454545454545454
part,1,0.5454545454545454
fact,1,0.5454545454545454
they're,1,0.5454545454545454
typically,2,0.5909090909090909
inexpensive,1,0.5454545454545454
produce,1,0.5454545454545454
special,1,0.5454545454545454
effects,1,0.5454545454545454
big,1,0.5454545454545454
name,1,0.5454545454545454
stars,2,0.5909090909090909
serve,1,0.5454545454545454
vehicles,1,0.5454545454545454
flash,1,0.5454545454545454
nudity,2,0.5909090909090909
allowing,1,0.5454545454545454
frequent,1,0.5454545454545454
late,1,0.5454545454545454
night,1,0.5454545454545454
cable,2,0.5909090909090909
television,1,0.5454545454545454
stalked,11,1.0
wavers,1,0.5454545454545454
slightly,1,0.5454545454545454
norm,1,0.5454545454545454
respect,1,0.5454545454545454
psycho,3,0.6363636363636364
affair,1,0.5454545454545454
contrary,1,0.5454545454545454
he's,1,0.5454545454545454
rejected,2,0.5909090909090909
quickly,1,0.5454545454545454
psycho,3,0.6363636363636364
typically,2,0.5909090909090909
ex,3,0.6363636363636364
lover,1,0.5454545454545454
ex,3,0.6363636363636364
wife,1,0.5454545454545454
ex,3,0.6363636363636364
husband,1,0.5454545454545454
stalked,11,1.0
redundant,1,0.5454545454545454
entry,1,0.5454545454545454
doomed,1,0.5454545454545454
collect,1,0.5454545454545454
dust,1,0.5454545454545454
video,2,0.5909090909090909
shelves,1,0.5454545454545454
viewed,1,0.5454545454545454
midnight,1,0.5454545454545454
cable,2,0.5909090909090909
stalked,11,1.0
provide,1,0.5454545454545454
suspense,2,0.5909090909090909
sets,1,0.5454545454545454
interspersed,1,0.5454545454545454
throughout,1,0.5454545454545454
opening,2,0.5909090909090909
credits,2,0.5909090909090909
instance,1,0.5454545454545454
serious,1,0.5454545454545454
sounding,1,0.5454545454545454
narrator,2,0.5909090909090909
spouts,1,0.5454545454545454
statistics,1,0.5454545454545454
stalkers,2,0.5909090909090909
ponders,1,0.5454545454545454
cause,1,0.5454545454545454
man,2,0.5909090909090909
stalk,1,0.5454545454545454
it's,2,0.5909090909090909
implicitly,1,0.5454545454545454
implied,1,0.5454545454545454
stalkers,2,0.5909090909090909
men,1,0.5454545454545454
pictures,2,0.5909090909090909
boy,2,0.5909090909090909
shown,1,0.5454545454545454
screen,1,0.5454545454545454
credits,2,0.5909090909090909
snapshot,1,0.5454545454545454
actor,2,0.5909090909090909
jay,2,0.5909090909090909
underwood,2,0.5909090909090909
appears,1,0.5454545454545454
narrator,2,0.5909090909090909
states,1,0.5454545454545454
story,3,0.6363636363636364
daryl,7,0.8181818181818181
gleason,1,0.5454545454545454
tells,1,0.5454545454545454
audience,1,0.5454545454545454
stalker,6,0.7727272727272727
course,3,0.6363636363636364
story,3,0.6363636363636364
restauranteur,2,0.5909090909090909
brooke,6,0.7727272727272727
daniels,1,0.5454545454545454
movie,2,0.5909090909090909
meant,1,0.5454545454545454
daryl,7,0.8181818181818181
called,1,0.5454545454545454
stalker,6,0.7727272727272727
stalked,11,1.0
okay,1,0.5454545454545454
we,1,0.5454545454545454
know,1,0.5454545454545454
who,2,0.5909090909090909
stalker,6,0.7727272727272727
movie,2,0.5909090909090909
starts,1,0.5454545454545454
guesswork,1,0.5454545454545454
required,1,0.5454545454545454
stalked,11,1.0
proceeds,1,0.5454545454545454
begins,1,0.5454545454545454
obvious,3,0.6363636363636364
obvious,3,0.6363636363636364
obvious,3,0.6363636363636364
opening,2,0.5909090909090909
sequence,1,0.5454545454545454
contrived,1,0.5454545454545454
quite,1,0.5454545454545454
bit,2,0.5909090909090909
brings,1,0.5454545454545454
daryl,7,0.8181818181818181
brooke,6,0.7727272727272727
victim,2,0.5909090909090909
daryl,7,0.8181818181818181
obsesses,1,0.5454545454545454
brooke,6,0.7727272727272727
follows,1,0.5454545454545454
around,2,0.5909090909090909
tries,2,0.5909090909090909
woo,1,0.5454545454545454
ultimately,1,0.5454545454545454
rejected,2,0.5909090909090909
plans,2,0.5909090909090909
become,1,0.5454545454545454
desperate,1,0.5454545454545454
elaborate,1,0.5454545454545454
plans,2,0.5909090909090909
include,1,0.5454545454545454
time,2,0.5909090909090909
psycho,3,0.6363636363636364
love,2,0.5909090909090909
cliche,1,0.5454545454545454
murdered,1,0.5454545454545454
pet,2,0.5909090909090909
reason,1,0.5454545454545454
genre's,1,0.5454545454545454
films,1,0.5454545454545454
require,1,0.5454545454545454
dead,1,0.5454545454545454
pet,2,0.5909090909090909
found,2,0.5909090909090909
victim,2,0.5909090909090909
stalked,11,1.0
stalked,11,1.0
exception,1,0.5454545454545454
it's,2,0.5909090909090909
cat,1,0.5454545454545454
time,2,0.5909090909090909
found,2,0.5909090909090909
shower,1,0.5454545454545454
events,1,0.5454545454545454
like,1,0.5454545454545454
lead,1,0.5454545454545454
inevitable,1,0.5454545454545454
showdown,1,0.5454545454545454
stalker,6,0.7727272727272727
stalked,11,1.0
