john,4,0.7222222222222222
carpenter,5,0.7777777777777778
makes,1,0.5555555555555556
b,5,0.7777777777777778
movies,1,0.5555555555555556
halloween,1,0.5555555555555556
escape,2,0.6111111111111112
york,1,0.5555555555555556
looks,1,0.5555555555555556
live,1,0.5555555555555556
escape,2,0.6111111111111112
l,1,0.5555555555555556
vampires,1,0.5555555555555556
carpenter's,5,0.7777777777777778
latest,1,0.5555555555555556
horror,3,0.6666666666666666
opus,1,0.5555555555555556
science,2,0.6111111111111112
fiction,2,0.6111111111111112
bent,2,0.6111111111111112
science,2,0.6111111111111112
fiction,2,0.6111111111111112
outing,1,0.5555555555555556
schlock,1,0.5555555555555556
horror,3,0.6666666666666666
bent,2,0.6111111111111112
aptly,1,0.5555555555555556
titled,1,0.5555555555555556
john,4,0.7222222222222222
carpenter's,5,0.7777777777777778
ghosts,6,0.8333333333333333
mars,9,1.0
case,1,0.5555555555555556
suppose,1,0.5555555555555556
went,2,0.6111111111111112
looking,4,0.7222222222222222
someone,1,0.5555555555555556
else's,1,0.5555555555555556
ghosts,6,0.8333333333333333
mars,9,1.0
like,2,0.6111111111111112
films,2,0.6111111111111112
prefixed,1,0.5555555555555556
possessive,1,0.5555555555555556
john,4,0.7222222222222222
carpenter's,5,0.7777777777777778
ghosts,6,0.8333333333333333
mars,9,1.0
unashamed,1,0.5555555555555556
b,5,0.7777777777777778
movie,4,0.7222222222222222
punctuated,1,0.5555555555555556
b,5,0.7777777777777778
movie,4,0.7222222222222222
plot,1,0.5555555555555556
b,5,0.7777777777777778
movie,4,0.7222222222222222
actors,1,0.5555555555555556
b,5,0.7777777777777778
movie,4,0.7222222222222222
special,3,0.6666666666666666
effects,3,0.6666666666666666
category,3,0.6666666666666666
we,3,0.6666666666666666
storyline,1,0.5555555555555556
borders,1,0.5555555555555556
idiotic,1,0.5555555555555556
times,1,0.5555555555555556
chaotic,1,0.5555555555555556
dormant,1,0.5555555555555556
martians,1,0.5555555555555556
e,1,0.5555555555555556
swirling,2,0.6111111111111112
red,4,0.7222222222222222
gases,2,0.6111111111111112
awakened,1,0.5555555555555556
meddling,1,0.5555555555555556
humans,1,0.5555555555555556
possess,1,0.5555555555555556
souls,1,0.5555555555555556
hapless,1,0.5555555555555556
mining,1,0.5555555555555556
colonists,1,0.5555555555555556
rendering,1,0.5555555555555556
testy,1,0.5555555555555556
marilyn,1,0.5555555555555556
manson,1,0.5555555555555556
lookalikes,1,0.5555555555555556
explained,1,0.5555555555555556
flashback,1,0.5555555555555556
grand,1,0.5555555555555556
pooh,1,0.5555555555555556
bah,1,0.5555555555555556
counsel,1,0.5555555555555556
martian,2,0.6111111111111112
police,1,0.5555555555555556
official,1,0.5555555555555556
melanie,1,0.5555555555555556
ballard,2,0.6111111111111112
natasha,1,0.5555555555555556
henstridge,4,0.7222222222222222
sub,1,0.5555555555555556
species,1,0.5555555555555556
films,2,0.6111111111111112
returnee,1,0.5555555555555556
silly,2,0.6111111111111112
looking,4,0.7222222222222222
train,2,0.6111111111111112
officer,1,0.5555555555555556
ballard,2,0.6111111111111112
went,2,0.6111111111111112
bring,1,0.5555555555555556
