my,0.019864071
colleagues,0.17201716
surprised,0.17201716
told,0.13376184
willing,0.10062358
see,0.03106152
betsy's,0.21502145
wedding,0.19015607
shocked,0.17201716
hear,0.17201716
liked,0.0
reaction,0.07139357
understandable,0.17201716
consider,0.17201716
film,0.06371033
revolves,0.07139357
around,0.035513088
molly,0.1935193
ringwald,0.25802574
who,0.012188119
hasn't,0.07139357
made,0.036382332
worthwhile,0.0
film,0.06371033
1986,0.17201716
fact,0.0382553
betsy's,0.21502145
wedding,0.19015607
alan,0.10062358
alda,0.30103
film,0.06371033
ringwald,0.25802574
making,0.033138268
duds,0.17201716
last,0.0
four,0.07139357
years,0.016016427
alda,0.30103
involved,0.12677072
noteworthy,0.17201716
projects,0.17201716
including,0.10062358
crimes,0.17201716
misdemeanors,0.17201716
life,0.12026999
written,0.0
directed,0.17201716
alda,0.30103
betsy's,0.21502145
wedding,0.19015607
vibrant,0.17201716
slice,0.07139357
life,0.12026999
mixing,0.17201716
dramatic,0.0
moments,0.088515416
big,0.13472188
bowl,0.17201716
whimsical,0.17201716
humor,0.03728055
alda's,0.23652357
comic,0.20921049
elixir,0.17201716
smooth,0.17201716
refreshing,0.17201716
welcome,0.17201716
change,0.0
pace,0.17201716
usual,0.045246437
summer,0.17201716
fare,0.07139357
bride,0.17201716
groom,0.17201716
molly,0.1935193
ringwald,0.25802574
dylan,0.17201716
walsh,0.1935193
pivotal,0.0
characters,0.02578965
film,0.06371033
far,0.09957983
interesting,0.023652969
walsh,0.1935193
nonentity,0.17201716
screen,0.11320152
presence,0.0
door,0.10062358
knob,0.17201716
ringwald,0.25802574
simply,0.07139357
unbearable,0.17201716
easily,0.17201716
weakest,0.17201716
link,0.17201716
chain,0.17201716
looks,0.0
hideous,0.17201716
short,0.07139357
cropped,0.17201716
orange,0.17201716
hair,0.033138268
red,0.14587002
lip,0.17201716
stick,0.07139357
grotesque,0.17201716
outfits,0.07139357
she's,0.14278714
supposed,0.07139357
dress,0.17201716
designer,0.17201716
looks,0.0
like,0.012729378
clown,0.11664
make,0.008863889
matters,0.17201716
worse,0.0
ringwald's,0.21502145
performance,0.20400076
matches,0.17201716
appearance,0.17201716
thankfully,0.17201716
alda,0.30103
keeps,0.0
ringwald's,0.21502145
screen,0.11320152
time,0.005013669
minimum,0.17201716
far,0.09957983
interested,0.0
colorful,0.0
periphery,0.17201716
characters,0.02578965
wedding,0.19015607
device,0.17201716
bring,0.0
bride's,0.1935193
working,0.17201716
class,0.0
italian,0.17201716
family,0.13749418
groom's,0.17201716
rich,0.17201716
gentile,0.17201716
family,0.13749418
ringwald's,0.21502145
folks,0.13887888
homey,0.17201716
down,0.06398501
earth,0.10964888
alda,0.30103
free,0.0
spirited,0.0
father,0.093939446
madeline,0.17201716
kahn,0.17201716
practical,0.17201716
mother,0.051529516
ally,0.1935193
sheedy,0.25802574
lonely,0.07139357
sister,0.17201716
walsh's,0.17201716
clan,0.17201716
hand,0.10964888
prim,0.17201716
proper,0.17201716
ostentatious,0.17201716
families,0.0
meet,0.0
mingle,0.17201716
movie,0.09276376
becomes,0.11216837
story,0.006283091
culture,0.0
clash,0.17201716
character,0.05090224
puts,0.07139357
money,0.08557848
versus,0.17201716
values,0.10062358
ally,0.1935193
sheedy,0.25802574
wonderfully,0.17201716
understated,0.07139357
performance,0.20400076
film's,0.07903012
pleasant,0.17201716
surprises,0.0
sheedy,0.25802574
expresses,0.0
eyes,0.033138268
ringwald,0.25802574
entire,0.055377156
body,0.07139357
it's,0.042504217
anthony,0.17201716
lapaglia,0.25802574
who,0.012188119
seizes,0.17201716
spotlight,0.17201716
lapaglia,0.25802574
plays,0.009733329
stevie,0.17201716
dee,0.17201716
suave,0.17201716
overly,0.17201716
polite,0.17201716
mafioso,0.17201716
who,0.012188119
formally,0.17201716
courting,0.17201716
sheedy,0.25802574
fashioned,0.17201716
chivalry,0.17201716
lapaglia's,0.1935193
sincere,0.17201716
dim,0.17201716
witted,0.17201716
character,0.05090224
riot,0.17201716
what's,0.045246437
uncanny,0.17201716
lapaglia,0.25802574
dead,0.055377156
ringer,0.17201716
robert,0.17201716
de,0.1935193
niro,0.1935193
bit,0.016016427
alec,0.17201716
baldwin,0.122217044
thrown,0.10062358
good,0.07139357
measure,0.17201716
lapaglia,0.25802574
seems,0.06398501
attended,0.17201716
de,0.1935193
niro,0.1935193
school,0.07139357
gangster,0.17201716
acting,0.0
inspired,0.17201716
performance,0.20400076
partly,0.1935193
tribute,0.17201716
role,0.11862285
model,0.17201716
partly,0.1935193
rip,0.07139357
don't,0.035513088
know,0.071983136
say,0.012729378
star,0.032883763
born,0.1935193
star,0.032883763
re,0.17201716
born,0.1935193
know,0.071983136
lapaglia's,0.1935193
top,0.045246437
performance,0.20400076
missed,0.17201716
scrumptious,0.17201716
comic,0.20921049
acting,0.0
extends,0.17201716
well,0.0
sheedy,0.25802574
lapaglia,0.25802574
joe,0.13563482
pesci,0.17201716
particular,0.17201716
sinks,0.17201716
teeth,0.17201716
role,0.11862285
alda's,0.23652357
unscrupulous,0.17201716
brother,0.12677072
law,0.0
slum,0.17201716
lord,0.17201716
mob,0.17201716
ties,0.17201716
who,0.012188119
cheating,0.17201716
wife,0.021593472
catherine,0.10062358
o'hara,0.11664
alda,0.30103
faced,0.17201716
challenge,0.17201716
directing,0.17201716
acting,0.0
somehow,0.0
finds,0.083501734
right,0.11664
comic,0.20921049
touch,0.17201716
bride's,0.1935193
financially,0.17201716
strapped,0.17201716
father,0.093939446
carpenter,0.15215309
dreams,0.088515416
bigger,0.17201716
wallet,0.17201716
film,0.06371033
adopts,0.17201716
alda's,0.23652357
psychological,0.17201716
point,0.083501734
view,0.07139357
tries,0.033138268
plan,0.17201716
wedding,0.19015607
pay,0.13376184
filmmaker,0.0
alda's,0.23652357
style,0.07139357
humor,0.03728055
remarkably,0.17201716
restrained,0.17201716
tasteful,0.17201716
doesn't,0.06657461
comic,0.20921049
genius,0.17201716
woody,0.17201716
allen,0.17201716
alda,0.30103
possess,0.0
inspiration,0.17201716
make,0.008863889
movies,0.04818337
ten,0.10062358
times,0.0382553
entertaining,0.10062358
slop,0.17201716
usually,0.10062358
passes,0.17201716
comedy,0.016016427
